Age,Gender,MaritalStatus,AnnualIncome,EducationLevel,NumberOfDependents,Target_BoughtInsurance,Target_InsuranceType
46,Female,Married,72984.97,Other,2,1,Life
70,Male,Widowed,156706.3,Bachelor,0,1,A&H
40,Female,Divorced,63193.69,High School,0,1,FSA
30,Female,Married,103994.06,Master,2,1,FSA
33,Female,Married,57147.77,High School,3,1,FSA
20,Male,Single,67731.94,Bachelor,0,0,No_Insurance
28,Male,Married,39040.15,Associate,2,1,Life
34,Male,Married,64986.91,Bachelor,2,1,Life
36,Female,Married,51287.9,High School,3,1,Life
31,Male,Single,94835.94,Master,0,1,FSA
45,Male,Married,109463.82,Master,2,1,FSA
47,Male,Married,52253.82,Other,2,1,Life
57,Female,Married,67003.68,Other,0,1,Life
34,Female,Divorced,41352.67,Associate,1,1,FSA
23,Male,Single,33749.92,High School,0,0,No_Insurance
52,Male,Married,145777.69,Master,2,1,Life
36,Male,Married,90839.34,Bachelor,4,1,Life
52,Male,Married,63224.59,High School,3,1,Life
31,Male,Divorced,60900.27,Associate,0,1,Life
43,Male,Divorced,73957.37,Associate,0,1,FSA
64,Male,Widowed,93296.84,High School,0,1,A&H
47,Male,Married,75718.82,High School,2,1,Life
64,Female,Widowed,82240.93,Other,0,1,A&H
48,Male,Married,62314.07,High School,2,1,A&H
43,Male,Married,98857.24,Bachelor,3,1,FSA
52,Male,Divorced,96738.04,Master,0,1,A&H
54,Female,Married,127652.18,Bachelor,1,1,Life
49,Male,Married,47429.86,High School,3,1,Life
31,Male,Married,50367.84,High School,2,1,Life
28,Female,Single,85713.56,Bachelor,0,1,FSA
30,Female,Married,64968.9,Bachelor,2,1,Life
44,Male,Single,77167.13,High School,2,1,FSA
20,Male,Single,77686.23,Bachelor,0,0,No_Insurance
38,Female,Married,64202.44,Bachelor,3,1,Life
57,Female,Married,74239.54,High School,0,0,No_Insurance
44,Male,Married,136583.83,Master,3,1,Life
48,Male,Married,55693.93,High School,2,1,Life
18,Male,Single,17525.0,High School,0,0,No_Insurance
45,Male,Married,80328.15,High School,3,1,Life
58,Male,Married,69912.85,Other,0,1,Life
34,Male,Divorced,93120.11,Bachelor,0,1,FSA
30,Female,Married,95949.73,Bachelor,2,1,Life
37,Female,Divorced,60605.3,Bachelor,0,1,FSA
52,Male,Married,109717.24,Bachelor,1,1,Life
18,Male,Single,30393.9,High School,0,0,No_Insurance
34,Male,Married,186872.96,PhD,1,1,Life
38,Female,Married,59975.03,Associate,2,1,Life
18,Female,Single,39945.45,Associate,0,0,No_Insurance
44,Male,Single,110174.1,Bachelor,0,1,A&H
58,Male,Single,100830.32,Bachelor,1,1,A&H
18,Male,Single,116715.88,Master,0,1,FSA
38,Male,Married,60721.86,Bachelor,4,1,Life
39,Female,Divorced,58390.64,Associate,0,1,FSA
21,Female,Single,34824.28,High School,0,0,No_Insurance
24,Female,Single,39985.85,High School,0,1,Life
26,Female,Married,88338.3,PhD,0,1,FSA
26,Male,Single,36844.58,Associate,0,0,No_Insurance
41,Male,Single,78880.12,Associate,2,1,A&H
78,Male,Widowed,175599.24,Bachelor,0,0,No_Insurance
18,Female,Single,21267.21,High School,0,0,No_Insurance
33,Female,Married,85648.35,Bachelor,4,1,Life
33,Male,Married,68956.14,Associate,1,1,Life
53,Female,Single,129289.32,Bachelor,0,1,A&H
42,Male,Single,80166.97,Bachelor,0,1,A&H
23,Female,Single,34698.54,High School,0,1,A&H
18,Female,Single,72992.14,Master,0,0,No_Insurance
43,Female,Married,82061.8,Master,4,1,Life
44,Female,Married,98231.03,Bachelor,2,1,Life
45,Male,Divorced,49071.89,Associate,2,1,FSA
52,Female,Married,172400.93,Master,3,1,Life
18,Male,Single,82873.93,Master,0,1,A&H
46,Male,Single,97872.03,Bachelor,0,0,No_Insurance
30,Female,Single,112719.69,Master,0,1,FSA
42,Female,Divorced,108868.57,Bachelor,0,1,FSA
34,Female,Divorced,91869.61,Bachelor,1,1,Life
34,Male,Married,91790.1,Bachelor,4,1,Life
36,Male,Married,145001.27,Master,3,1,FSA
18,Male,Married,46464.57,Bachelor,0,0,No_Insurance
42,Male,Married,55005.54,High School,1,1,FSA
25,Female,Married,166713.86,PhD,0,1,FSA
55,Female,Married,94093.34,Other,3,1,Life
41,Male,Married,55996.93,Associate,2,1,Life
32,Male,Married,73952.52,Master,1,1,FSA
33,Male,Divorced,117539.71,PhD,1,1,Life
51,Male,Married,94092.68,Associate,2,1,Life
33,Female,Married,42623.73,High School,3,0,No_Insurance
33,Female,Single,46119.66,Associate,0,1,FSA
33,Female,Married,41518.9,High School,4,1,FSA
23,Female,Single,41976.71,High School,0,1,Life
66,Male,Married,120809.77,Master,0,1,FSA
35,Female,Married,52445.59,Associate,1,1,A&H
43,Female,Married,65375.72,High School,3,1,Life
33,Male,Married,42956.08,High School,1,1,Life
38,Male,Married,66803.49,High School,1,1,Life
57,Female,Divorced,138200.74,Master,0,1,A&H
31,Male,Divorced,165650.09,PhD,2,1,FSA
37,Male,Married,85301.94,Bachelor,3,1,A&H
43,Male,Married,50119.78,Associate,4,1,Life
39,Female,Divorced,50839.57,High School,1,1,Life
64,Female,Widowed,140348.38,Bachelor,0,1,A&H
69,Female,Widowed,138491.89,Bachelor,0,0,No_Insurance
48,Female,Married,73963.72,Associate,3,1,Life
43,Male,Married,77239.95,Bachelor,1,1,Life
47,Female,Divorced,154516.62,Master,2,1,A&H
36,Male,Married,64286.61,Bachelor,2,1,Life
71,Male,Widowed,110332.25,Master,0,1,FSA
18,Male,Single,30601.76,High School,0,0,No_Insurance
64,Male,Married,109356.55,Associate,0,1,Life
44,Male,Single,116747.16,Bachelor,0,1,FSA
22,Female,Married,115821.72,Master,0,1,FSA
27,Female,Married,53308.54,Bachelor,0,1,Life
18,Female,Single,34070.8,High School,0,0,No_Insurance
38,Female,Married,147145.14,Master,4,1,A&H
40,Male,Married,59979.99,High School,1,1,FSA
58,Female,Married,58899.93,Associate,0,1,A&H
20,Female,Single,150491.78,PhD,0,0,No_Insurance
24,Female,Single,34566.32,High School,0,1,Life
20,Male,Single,30758.03,Associate,0,0,No_Insurance
52,Female,Married,112688.08,Master,3,1,Life
33,Male,Married,76867.86,Bachelor,2,1,FSA
39,Male,Married,47664.06,High School,1,1,FSA
40,Male,Married,55793.85,High School,1,1,FSA
39,Female,Married,42372.41,Associate,3,0,No_Insurance
77,Male,Married,92776.24,High School,0,1,Life
24,Female,Single,135647.47,PhD,0,1,FSA
55,Female,Married,161314.53,PhD,3,1,FSA
36,Male,Married,82451.05,Bachelor,4,1,Life
18,Male,Single,31219.51,High School,0,0,No_Insurance
28,Male,Divorced,60878.42,Associate,0,1,FSA
47,Male,Married,145037.67,Master,3,1,Life
41,Male,Married,69157.26,High School,2,1,Life
21,Female,Single,79163.29,Bachelor,0,0,No_Insurance
27,Male,Married,45174.57,High School,0,1,A&H
41,Male,Married,149727.46,Master,2,1,FSA
42,Female,Married,72551.08,Associate,3,1,A&H
51,Male,Single,51144.48,High School,0,1,FSA
41,Male,Married,115276.4,PhD,1,1,Life
34,Male,Married,70900.57,Bachelor,3,1,Life
32,Male,Married,43998.02,High School,3,1,Life
44,Female,Divorced,70734.44,Associate,1,1,A&H
65,Female,Divorced,132198.6,Master,0,1,FSA
47,Female,Married,64990.31,Other,1,1,Life
58,Female,Divorced,66933.19,High School,0,1,Life
63,Male,Widowed,83238.37,Bachelor,1,1,FSA
31,Male,Married,95540.45,Master,4,1,Life
47,Female,Married,153931.04,Master,2,1,Life
47,Male,Married,47895.0,Associate,3,1,Life
38,Female,Married,67194.53,High School,3,1,Life
39,Female,Married,36130.64,High School,2,1,Life
40,Female,Divorced,67695.86,High School,0,1,FSA
47,Male,Single,88509.42,Bachelor,0,1,Life
45,Male,Married,124676.75,Master,1,1,FSA
51,Male,Married,86255.48,High School,4,1,Life
66,Female,Widowed,88697.97,High School,1,1,FSA
34,Male,Married,55599.73,Bachelor,1,1,Life
18,Male,Single,78808.15,Master,0,0,No_Insurance
37,Male,Married,55921.85,High School,2,1,Life
18,Male,Single,88443.32,Master,0,0,No_Insurance
46,Male,Married,103514.7,Bachelor,4,1,Life
55,Male,Married,94525.82,High School,2,1,Life
31,Female,Married,136163.63,Master,2,1,FSA
54,Male,Married,83727.07,High School,3,1,Life
71,Male,Married,109773.76,High School,0,1,A&H
27,Male,Married,90386.55,Bachelor,0,1,FSA
53,Male,Married,71209.39,High School,2,1,Life
34,Female,Divorced,40668.59,High School,0,1,FSA
33,Male,Divorced,83253.1,Bachelor,0,1,FSA
63,Female,Widowed,104207.32,Associate,0,1,Life
40,Male,Married,124953.94,PhD,1,1,A&H
57,Female,Married,105679.59,Bachelor,0,1,FSA
61,Female,Married,81844.61,Bachelor,1,1,A&H
32,Female,Married,183752.96,PhD,4,1,FSA
42,Male,Divorced,98270.55,Master,2,1,A&H
21,Male,Single,45605.75,Associate,0,0,No_Insurance
18,Female,Single,89365.17,Master,0,0,No_Insurance
60,Female,Married,180604.13,PhD,0,1,FSA
23,Male,Single,39336.3,High School,0,0,No_Insurance
42,Female,Married,66349.14,Bachelor,4,1,Life
28,Female,Divorced,39326.55,High School,2,1,Life
37,Female,Married,105324.95,Bachelor,2,1,Life
34,Male,Married,50540.83,Associate,2,1,FSA
21,Male,Single,90320.77,Master,0,1,A&H
42,Male,Divorced,43213.11,High School,0,1,FSA
18,Female,Single,126042.66,PhD,0,1,FSA
36,Male,Married,181208.04,PhD,3,0,No_Insurance
31,Male,Single,63254.23,Associate,0,1,Life
40,Female,Married,36314.98,High School,1,1,Life
50,Male,Married,46424.55,High School,1,1,Life
37,Male,Married,87853.26,Bachelor,1,1,FSA
18,Male,Single,63983.21,Bachelor,0,0,No_Insurance
43,Male,Married,49453.71,High School,1,1,Life
27,Male,Married,41813.78,High School,0,1,FSA
47,Male,Single,116504.46,Bachelor,0,0,No_Insurance
36,Female,Married,67844.59,Bachelor,2,1,FSA
49,Male,Married,51621.94,Associate,4,1,Life
18,Male,Single,66234.37,Bachelor,0,0,No_Insurance
31,Male,Married,47460.08,High School,3,1,Life
33,Female,Married,92281.04,Bachelor,4,1,Life
35,Female,Married,109552.88,Master,1,1,FSA
24,Male,Married,57503.81,Bachelor,0,0,No_Insurance
39,Male,Single,80290.08,Bachelor,0,1,FSA
42,Female,Married,49012.84,High School,2,1,Life
50,Male,Married,135643.59,Master,2,1,Life
61,Female,Widowed,61153.56,High School,0,1,A&H
42,Male,Single,66831.58,Associate,0,1,A&H
21,Female,Single,39007.47,High School,0,0,No_Insurance
36,Male,Married,36081.96,High School,3,1,Life
44,Female,Married,45662.46,High School,4,0,No_Insurance
41,Male,Divorced,57866.02,Associate,0,1,FSA
24,Female,Single,25448.48,High School,0,0,No_Insurance
49,Female,Married,45307.1,High School,2,1,FSA
37,Female,Married,99824.86,Bachelor,2,1,Life
42,Female,Married,53643.05,Other,1,1,Life
49,Female,Married,113614.83,PhD,2,0,No_Insurance
43,Male,Married,55545.33,High School,2,0,No_Insurance
37,Male,Married,48668.75,Associate,2,1,Life
68,Male,Married,130831.25,PhD,0,1,A&H
39,Male,Married,93691.53,Master,4,1,A&H
46,Female,Single,75369.42,Bachelor,0,0,No_Insurance
23,Female,Single,42145.42,High School,0,0,No_Insurance
24,Female,Married,23662.06,High School,0,0,No_Insurance
32,Male,Divorced,83141.89,Bachelor,0,1,FSA
40,Male,Married,96516.33,Bachelor,1,1,Life
50,Female,Married,67128.13,High School,2,1,Life
19,Male,Single,31299.82,High School,0,0,No_Insurance
18,Female,Single,30707.32,Associate,0,1,Life
85,Female,Divorced,135282.05,Master,2,1,FSA
38,Female,Divorced,68083.07,High School,0,0,No_Insurance
46,Male,Married,105712.7,Bachelor,3,1,Life
38,Female,Married,61470.38,Associate,2,1,FSA
18,Female,Married,88848.23,Master,0,0,No_Insurance
36,Male,Married,88728.97,Master,3,1,FSA
57,Male,Single,55260.68,High School,0,1,A&H
62,Female,Married,108127.87,Master,1,1,Life
18,Male,Single,36701.52,Associate,0,1,A&H
51,Female,Married,64709.05,High School,1,1,Life
42,Female,Married,134421.22,Master,2,1,A&H
45,Female,Married,50117.15,Associate,1,0,No_Insurance
33,Female,Married,49660.9,High School,2,1,Life
18,Female,Single,31679.53,High School,0,0,No_Insurance
38,Male,Married,43942.44,Other,1,1,FSA
40,Female,Divorced,131476.17,Master,0,1,FSA
44,Male,Divorced,127899.64,Master,0,1,FSA
36,Female,Married,52117.23,Associate,1,1,Life
47,Female,Married,89524.27,Bachelor,3,1,Life
25,Female,Married,55659.06,Bachelor,0,1,FSA
82,Male,Widowed,92977.26,High School,0,1,A&H
28,Female,Married,28125.08,High School,2,0,No_Insurance
50,Male,Married,66571.22,Other,4,1,Life
28,Female,Married,99757.15,Master,4,1,Life
37,Male,Married,55668.55,High School,3,1,Life
33,Female,Married,65726.06,Bachelor,3,1,Life
34,Female,Divorced,31653.08,High School,2,1,FSA
33,Female,Single,87291.95,Master,0,1,A&H
32,Female,Married,57144.7,Associate,4,1,Life
36,Male,Married,60815.93,Bachelor,2,1,Life
59,Male,Divorced,80892.64,High School,0,1,A&H
28,Male,Married,77423.83,Bachelor,1,1,Life
18,Male,Single,26625.35,Other,0,0,No_Insurance
61,Male,Divorced,110820.38,Associate,0,0,No_Insurance
21,Female,Single,50258.0,Bachelor,0,0,No_Insurance
65,Female,Divorced,115367.9,Bachelor,0,1,A&H
38,Female,Married,104793.82,Master,4,1,Life
52,Male,Married,123163.75,Bachelor,2,1,A&H
20,Male,Single,73043.39,Bachelor,0,1,Life
57,Female,Married,133313.01,Bachelor,2,1,A&H
41,Male,Married,67230.19,Other,1,1,Life
18,Male,Single,72054.75,Bachelor,0,0,No_Insurance
29,Female,Married,98948.85,Master,2,1,FSA
36,Male,Divorced,75263.54,Bachelor,0,1,FSA
49,Female,Divorced,69632.54,High School,2,1,A&H
40,Female,Divorced,43797.37,Other,0,1,FSA
53,Female,Married,87286.22,High School,1,1,Life
18,Female,Single,24776.48,Associate,0,0,No_Insurance
51,Female,Married,134569.83,Master,2,1,FSA
26,Female,Single,27249.65,High School,0,1,FSA
51,Female,Married,123416.1,Master,3,1,Life
43,Female,Divorced,70855.0,Associate,2,0,No_Insurance
58,Male,Married,92666.12,Bachelor,0,1,A&H
47,Female,Married,149855.79,Master,2,1,Life
43,Female,Married,65534.64,Other,4,1,Life
18,Male,Single,52161.56,Bachelor,0,0,No_Insurance
59,Male,Married,119656.85,Bachelor,1,1,A&H
73,Female,Married,114647.37,Master,0,1,A&H
42,Male,Married,69311.07,High School,3,1,Life
20,Male,Single,34313.8,High School,0,0,No_Insurance
18,Male,Single,45887.12,Bachelor,0,1,A&H
21,Male,Single,37418.35,Other,0,0,No_Insurance
31,Female,Married,51998.48,High School,1,1,A&H
53,Male,Married,132111.23,Bachelor,3,1,Life
35,Female,Married,120304.83,Master,2,1,FSA
70,Male,Widowed,97681.8,Bachelor,0,1,A&H
61,Male,Widowed,93058.62,High School,0,1,A&H
43,Male,Divorced,49100.37,Associate,0,1,FSA
55,Female,Divorced,173901.91,Master,0,1,A&H
42,Male,Single,106798.83,Bachelor,0,1,Life
51,Male,Married,51917.12,High School,4,1,Life
18,Female,Single,59997.1,Master,0,1,FSA
65,Male,Widowed,229958.84,PhD,0,1,FSA
50,Male,Married,74193.56,High School,2,1,Life
69,Male,Widowed,85528.83,High School,2,1,A&H
47,Male,Married,95664.26,Bachelor,3,1,Life
48,Male,Single,146100.11,Master,0,1,FSA
36,Female,Single,36454.72,High School,0,0,No_Insurance
28,Male,Married,49777.2,Associate,4,1,FSA
49,Female,Married,112928.3,Master,2,1,FSA
48,Female,Married,85131.89,Bachelor,1,1,Life
25,Male,Married,30702.2,High School,1,1,Life
39,Male,Married,69909.98,Bachelor,2,1,Life
53,Male,Married,145126.92,PhD,4,1,FSA
41,Female,Married,146686.65,Master,3,1,A&H
48,Female,Married,55894.48,Associate,1,1,Life
72,Male,Widowed,237836.06,PhD,0,1,FSA
44,Female,Married,85438.92,Associate,3,1,A&H
76,Female,Married,95203.24,Associate,1,0,No_Insurance
38,Female,Married,127218.89,Master,1,1,Life
57,Female,Married,59006.78,Associate,0,1,Life
20,Female,Single,58261.97,Bachelor,0,0,No_Insurance
19,Male,Single,45820.0,Bachelor,0,0,No_Insurance
36,Male,Married,81211.3,Bachelor,3,1,Life
54,Male,Married,51188.23,High School,3,1,Life
18,Male,Single,41319.96,Bachelor,0,0,No_Insurance
53,Female,Married,90107.08,Associate,1,1,Life
53,Female,Divorced,100287.75,Bachelor,0,1,FSA
43,Male,Married,105783.72,Bachelor,2,1,Life
36,Male,Married,51884.16,Associate,4,1,Life
61,Male,Married,218192.24,PhD,1,1,A&H
56,Female,Married,87462.15,High School,0,1,A&H
43,Female,Single,90298.97,Bachelor,0,1,A&H
56,Female,Married,96247.33,Associate,0,0,No_Insurance
42,Female,Single,94730.21,Bachelor,0,1,A&H
52,Female,Divorced,96307.48,Master,0,1,FSA
30,Female,Single,118319.15,PhD,0,1,FSA
57,Male,Single,53896.68,High School,0,1,FSA
50,Female,Married,167231.18,Master,1,1,FSA
20,Male,Single,27128.76,High School,0,0,No_Insurance
24,Female,Single,128865.94,Master,0,1,Life
29,Female,Single,147597.17,PhD,0,1,FSA
63,Male,Married,181871.96,PhD,0,1,FSA
46,Female,Married,48178.34,Associate,1,1,Life
37,Female,Married,35881.71,High School,1,0,No_Insurance
20,Female,Single,49150.4,Bachelor,0,0,No_Insurance
45,Male,Married,95077.29,Bachelor,4,1,FSA
41,Female,Married,79241.61,Master,1,1,FSA
39,Male,Married,78778.08,Associate,1,1,Life
29,Male,Single,72920.77,Bachelor,0,1,Life
45,Male,Married,76929.29,High School,3,1,Life
31,Male,Married,82297.78,Bachelor,3,1,Life
26,Female,Married,114954.84,Master,0,1,FSA
46,Male,Single,121490.72,Master,0,1,FSA
49,Female,Married,64011.75,Associate,3,1,Life
31,Male,Married,81566.29,Master,2,1,A&H
39,Male,Divorced,70018.15,Bachelor,0,1,FSA
27,Female,Married,84632.07,Master,0,1,FSA
40,Female,Single,58066.18,High School,0,1,Life
44,Female,Single,62535.68,Associate,0,1,FSA
58,Male,Married,65537.84,High School,0,1,A&H
62,Male,Divorced,83228.32,Bachelor,0,1,A&H
68,Female,Divorced,126767.77,Master,0,1,A&H
42,Female,Married,50246.55,High School,3,1,Life
57,Female,Single,95358.22,High School,0,1,A&H
34,Male,Single,45033.22,High School,0,1,Life
41,Female,Married,49410.03,High School,2,1,FSA
51,Female,Single,52059.55,Associate,1,1,Life
21,Female,Single,58612.96,Bachelor,0,0,No_Insurance
45,Male,Married,79068.07,Associate,2,1,Life
31,Male,Married,29494.85,High School,3,1,Life
29,Female,Divorced,136541.69,Master,0,1,FSA
52,Male,Single,64934.16,Associate,0,1,Life
48,Female,Single,52225.94,High School,0,1,Life
39,Male,Divorced,47524.05,Other,0,1,FSA
29,Male,Divorced,59841.79,Bachelor,0,0,No_Insurance
44,Female,Married,110168.85,Master,1,1,FSA
54,Male,Divorced,97050.73,Bachelor,1,1,A&H
57,Male,Married,179362.18,Master,0,1,A&H
39,Female,Married,87617.39,Bachelor,4,1,Life
36,Female,Married,64676.59,Bachelor,2,1,FSA
23,Female,Single,31621.21,Associate,0,0,No_Insurance
64,Female,Widowed,77645.51,High School,1,0,No_Insurance
54,Male,Single,107806.26,Bachelor,0,1,FSA
41,Male,Married,105274.95,Bachelor,2,1,A&H
31,Male,Divorced,52070.06,High School,0,1,FSA
57,Female,Married,165169.38,Master,1,1,A&H
26,Female,Divorced,41459.53,Other,0,1,FSA
21,Female,Single,94341.53,PhD,0,1,A&H
35,Female,Single,39448.32,Associate,0,1,A&H
34,Female,Single,99040.93,Master,0,1,Life
26,Female,Married,83168.98,Bachelor,0,1,Life
74,Male,Widowed,141464.16,Bachelor,0,1,A&H
68,Male,Married,132601.39,Bachelor,0,1,Life
41,Male,Married,65734.98,Associate,3,1,FSA
32,Male,Married,55520.24,Bachelor,3,1,FSA
35,Male,Married,41841.63,High School,2,1,Life
23,Male,Single,24965.75,High School,0,0,No_Insurance
38,Female,Married,113733.82,Master,4,1,FSA
61,Male,Married,163133.28,Master,1,1,FSA
49,Female,Single,101780.9,Bachelor,0,1,A&H
37,Female,Married,122419.29,PhD,3,1,FSA
46,Female,Divorced,86503.97,Bachelor,0,1,A&H
36,Female,Married,179827.81,PhD,1,1,FSA
33,Female,Married,51219.96,Bachelor,2,1,Life
42,Male,Married,72702.02,Associate,1,1,Life
38,Female,Married,56520.81,High School,3,1,Life
28,Male,Divorced,37121.2,Associate,0,1,Life
33,Male,Married,93094.05,Bachelor,2,1,A&H
48,Female,Married,101711.25,Bachelor,2,1,Life
34,Female,Divorced,78416.78,Bachelor,0,1,FSA
36,Male,Married,101433.88,Master,2,1,FSA
61,Male,Divorced,141871.96,Bachelor,0,1,A&H
23,Female,Single,29976.57,High School,0,0,No_Insurance
61,Male,Married,144159.33,Bachelor,1,1,A&H
52,Female,Single,171735.6,Master,0,1,A&H
33,Male,Single,67607.74,Associate,0,1,A&H
43,Female,Divorced,99326.23,Bachelor,0,1,FSA
36,Male,Married,84244.41,Master,2,1,Life
52,Female,Divorced,73617.98,High School,0,1,Life
54,Male,Married,105754.68,Associate,4,1,Life
39,Male,Married,89608.73,Master,1,1,FSA
25,Male,Single,85286.23,Bachelor,0,1,FSA
42,Male,Single,65216.02,High School,0,1,FSA
33,Female,Divorced,60272.06,Associate,0,1,Life
33,Male,Married,103728.23,Master,2,1,FSA
38,Female,Married,136744.09,Master,2,1,FSA
62,Male,Widowed,90119.09,High School,0,1,A&H
28,Male,Married,52378.11,Bachelor,1,1,Life
26,Female,Divorced,54694.46,Bachelor,0,1,FSA
55,Female,Married,59367.96,Associate,1,0,No_Insurance
57,Female,Single,144707.25,Master,0,1,FSA
30,Male,Single,82270.71,Bachelor,0,1,Life
53,Female,Married,86268.24,High School,3,1,Life
24,Female,Single,37801.24,High School,0,0,No_Insurance
50,Male,Married,96318.68,Bachelor,2,1,Life
55,Male,Divorced,81154.55,Associate,0,1,FSA
40,Female,Married,178297.83,PhD,2,1,FSA
35,Male,Married,96387.75,Bachelor,3,1,Life
22,Female,Single,63812.91,Bachelor,0,0,No_Insurance
60,Male,Widowed,72719.97,Associate,0,1,Life
22,Female,Single,37430.85,High School,0,1,A&H
51,Female,Married,68427.57,Associate,3,0,No_Insurance
35,Female,Married,62915.96,High School,4,1,Life
29,Female,Married,81517.14,Bachelor,1,1,Life
40,Male,Married,145837.94,Master,1,1,Life
39,Male,Married,110049.35,Bachelor,2,1,FSA
39,Male,Divorced,63300.2,High School,1,1,Life
25,Female,Married,96804.77,Master,0,1,FSA
31,Female,Married,46375.04,High School,1,1,Life
18,Female,Single,55791.25,Bachelor,0,0,No_Insurance
38,Male,Married,57280.01,Associate,2,1,Life
54,Male,Married,87520.37,High School,3,1,Life
57,Male,Married,80894.9,High School,1,1,A&H
38,Male,Single,45062.73,High School,0,1,A&H
18,Male,Single,21241.52,High School,0,1,FSA
57,Male,Married,108960.87,Associate,0,1,FSA
59,Male,Married,60534.72,Associate,2,1,FSA
39,Female,Married,55727.23,High School,3,0,No_Insurance
57,Female,Divorced,85594.52,Associate,1,1,FSA
70,Male,Widowed,149257.6,Bachelor,1,0,No_Insurance
21,Male,Single,27804.81,High School,0,1,A&H
48,Male,Married,51177.78,High School,3,1,Life
59,Female,Married,90495.59,High School,0,1,A&H
18,Female,Single,45593.45,Associate,0,0,No_Insurance
41,Male,Single,56780.14,Other,0,1,A&H
29,Female,Single,37893.1,Associate,0,0,No_Insurance
53,Male,Divorced,87590.14,Bachelor,2,1,Life
46,Male,Married,52640.82,High School,1,1,Life
30,Male,Married,31080.9,High School,3,1,FSA
36,Male,Single,58010.49,High School,0,1,A&H
49,Male,Single,96850.26,Associate,0,1,A&H
35,Male,Married,132336.32,PhD,1,1,FSA
44,Male,Married,60543.51,High School,1,1,Life
47,Female,Married,103395.65,Bachelor,3,1,Life
32,Male,Single,57084.54,High School,0,1,Life
48,Male,Divorced,84143.59,Bachelor,0,1,Life
38,Male,Single,84842.39,Bachelor,0,1,FSA
34,Female,Married,88921.69,Bachelor,2,1,Life
49,Male,Single,61055.91,High School,0,1,FSA
33,Female,Married,49134.33,Associate,4,1,Life
18,Male,Single,18414.7,High School,0,0,No_Insurance
23,Male,Single,77544.63,Bachelor,0,0,No_Insurance
38,Male,Single,56185.6,Other,0,1,A&H
22,Male,Single,77695.46,Master,0,0,No_Insurance
54,Male,Married,71511.96,Bachelor,2,1,Life
31,Male,Single,39612.6,Other,0,0,No_Insurance
35,Male,Single,80234.06,Bachelor,0,1,A&H
38,Male,Married,73825.97,Bachelor,2,1,Life
55,Male,Married,95867.1,Bachelor,2,1,Life
25,Female,Married,103117.32,Master,1,1,Life
55,Female,Married,82889.9,Bachelor,1,1,Life
39,Female,Married,128366.68,Master,2,1,Life
50,Male,Married,121020.87,PhD,2,1,Life
30,Female,Married,81687.65,Master,2,1,FSA
35,Male,Married,32283.33,High School,2,1,Life
43,Female,Single,158627.27,PhD,1,1,FSA
18,Female,Single,29917.01,Associate,0,0,No_Insurance
38,Male,Divorced,37648.32,High School,0,0,No_Insurance
46,Male,Married,112068.32,Master,1,1,FSA
29,Male,Married,51398.99,Associate,2,1,Life
37,Female,Married,40252.16,High School,4,1,Life
47,Female,Divorced,115022.75,PhD,1,1,FSA
60,Male,Married,161385.54,Master,1,1,FSA
27,Female,Married,114684.22,Master,2,1,FSA
47,Male,Married,85908.44,Master,4,1,Life
59,Female,Divorced,114243.8,Master,0,1,FSA
25,Female,Married,44730.76,High School,1,1,FSA
56,Male,Married,140729.01,PhD,0,0,No_Insurance
38,Female,Married,55350.18,High School,2,1,FSA
24,Female,Single,70164.49,Bachelor,0,0,No_Insurance
61,Female,Widowed,79501.38,Associate,1,1,Life
44,Male,Married,59822.58,High School,2,1,FSA
32,Female,Married,107583.75,Master,1,1,FSA
37,Male,Divorced,72734.45,Bachelor,0,0,No_Insurance
40,Male,Married,106755.2,Bachelor,1,1,A&H
57,Female,Married,163238.73,PhD,0,1,Life
45,Female,Married,49191.09,Associate,1,1,Life
50,Male,Married,71793.29,High School,1,1,Life
48,Male,Married,65505.1,Bachelor,2,1,A&H
32,Female,Single,85878.09,Bachelor,0,1,A&H
53,Male,Divorced,114332.28,PhD,2,1,A&H
34,Male,Divorced,73674.27,Bachelor,0,1,FSA
27,Male,Single,45277.27,Associate,0,1,A&H
43,Male,Married,53736.18,High School,2,1,Life
36,Female,Married,60899.62,High School,2,1,A&H
41,Male,Married,47974.1,Associate,2,1,A&H
58,Female,Married,137613.02,PhD,2,1,FSA
40,Female,Married,99394.1,Bachelor,1,1,A&H
57,Male,Single,204216.35,PhD,0,1,FSA
39,Female,Married,108965.82,Bachelor,2,1,Life
62,Female,Divorced,171799.26,PhD,0,1,FSA
45,Male,Divorced,54011.14,Associate,0,1,FSA
60,Male,Widowed,227863.43,PhD,0,1,FSA
72,Female,Married,153466.54,Bachelor,1,1,Life
35,Male,Married,97771.72,Bachelor,2,1,Life
33,Female,Married,45764.88,Associate,2,1,Life
27,Male,Married,32244.68,Associate,2,1,Life
37,Male,Married,67170.76,Bachelor,1,1,Life
45,Male,Divorced,92817.46,Bachelor,0,1,FSA
62,Male,Widowed,190090.96,PhD,0,1,A&H
38,Female,Married,88228.09,Master,3,1,Life
62,Male,Married,185673.38,PhD,2,1,FSA
33,Male,Married,59825.85,Bachelor,2,1,Life
18,Male,Single,26511.23,High School,0,0,No_Insurance
66,Male,Widowed,131070.27,Bachelor,1,1,FSA
41,Male,Single,155711.06,Master,0,1,FSA
18,Female,Single,94905.26,Master,0,1,Life
30,Female,Single,136323.6,Master,0,1,FSA
